,rating,text
252,4,"Магазин большой, а ассортимент не разгуляешься, но фрукты и овощи свежие, без следа гниения."
253,4,"Магазин хороший, на кассе всегда любезные сотрудники. Но работа пекарни слабовата. В одиннадцать часов витрина еще не накрыта, присутствует вчерашняя продукция, как засохшая мелкоштучка, так и хлеб собственного производства."
254,4,"Хороший выбор товаров по доступным ценам и удобное месторасположение,  Приветливый и вежливый персонал. Кассиры работают быстро , не создавая очередей ."
255,4,"Хорошая 5 ка . Была несколько раз . Ваегда чисто. Ценники есть . Персонала как то маловато было , что бы консультацию получить ."
256,4,Мне понравилось.. Есть по большому счету всё.. Приветливый персонал.. Единственный недостаток нет ящиков для хранения вещей.. 
257,4,"Норм пятерка, из-за того что много посетителей у них постоянно заканчиваются акционные товары и плюшки, но магазинкомпактный и расположен хорошо."
258,4,"Выбор товаров очень большой чистота и хороший персонал, есть скидки и  акции но чего-то не хватает. Зато кассы самообслуживания это то чего у нас точно не было."
259,4,"Всё хорошо, единственный минус постоянная нехватка рабочего персонала. А так всё чисто, аккуратно."
260,4,"Живём рядом, очень рады открытию, посещаем почти каждый день. Много плюсов. Есть минусы, стараемся не замечать их, но вчера накопилось. Катастрофически не хватает тележек. Их не хватает даже просто для покупателей, а вчера в очередной раз их разобрали для раскладки товара работники магазина. Да ещё и перегородили ими проходы между стеллажами. Пожалуйста, решите эту проблему, приходим покупать сразу помногу, если в руках ещё и сумка, никак не справиться с покупками в двух корзинках. Приходится ставить корзину на пол, брать товар, класть в корзину, поднимать ее и так с каждой позицией. Ставим, берём, кладём, поднимаем. После рабочего дня подобные гимнастики бесят. Идеальны для такого небольшого в смысле помещения магазина тележки, где можно разместить корзинки в два этажа, пожалуйста, оснастите магазин!"
261,4,"Магазин небольшой; охрана не очень — не мудрено что-нибудь своровать. Некоторые товары с приятными скидками: возможен закуп оптом(если так можно сказать). Я бывал в магазине несколько раз, поэтому  больше нечего сказать🥴"
262,4,"Честно не очень.Какая то обстановка не комфортная и редко встречаются фрукты приличного вида.Т.к. магазин не большой,маленький ассортимент товара.Зато сотрудники магазина хорошие,девочки молодцы."
263,4,"Магазин хороший, одина из немногих пятёрочек, где не меняется расположение продуктов, продавщицы отзывчивые. Правда был грешок за магазином, когда наткнулась на просрочку, но деньги за товар без проблем вернули."
264,4,"Персонал хороший, всегда подскажут, что где лежит, ассортимент неплохой, качество хорошее, скидки регулярные и очень неплохие, в помещении чистенько, парковка хорошая. Единственный минус (за это звезду и сняла) очень много товара без ценников (ну может я так попадаю, когда их обновляют, либо меняют)"
265,4,"С натяжкой на 4 . Все ресурсы есть, только нет нормального директора. С  Персоналом явно не работают. Товар разложен на прилавках неряшливо. Товаром в реализации подпирают стойки где разложен товар.Продавцы Не заинтересованы  в работе. Такой большой торговый зал и он полностью не используется."
266,4,Магазин пятёрочка на улице старый Гай д 8  мне не понравился потому что цена на прилавке отличается от цены на кассе а в целом сеть не плохая другой магазин на той же улице уже таких проблем нет это находится старый Гай д 9 по-моему это тот адрес или рядом с этим домом его называют караблик
267,4,"Не понравился магазин: мало места, неудобное расположение товаров, с продавцами тоже беда... Места для парковки просто нет! В общем, грусть!"
268,4,"Вроде пытаются следить за сроками продуктов,но иногда продают просрочку по акции,так что обращать внимание на срок годности,особенно мясные и рыбные продукты"
269,4,"Пятерочка открылась не давно, пока все работает хорошо. Просрочка не попадалась. \nОчень нравиться хлеб, всегда мягкий, свежий\n"
270,4,"Я уже много лет приобретаю необходимые продукты питания в этом магазине, так как он рядом с домом. В основном персонал отзывается на просьбы покупателя, вежливые, внимательные. Но хочу сказать , что есть кассиры, которые не всегда ведут себя корректно. Думаю администрации нужно доработать этот вопрос. Ассортимент неплохой, качество продуктов даю оценку 4. Фрукты по качеству,  не всегда  соответствуют  цене.. В основном магазин и персонал неплохой. Ставлю оценку 4 ."
271,4,Много свежих товаров такие как огурцы помидоры мандарины апельсины но в новый год были плохие апельсины испорченные но также всё устраивает как и в магните
272,4,"В некоторых местах есть грязь (но в основном чисто), все товары качественные кроме овощей и фруктов которые бывают но редко плохими."
273,4,"Всё не плохо. Хороший ассортимент, вкусная выпечка, достаточно чисто, продавцы (почти все 😊) умницы! Посоветуют, подскажут, вежливые.\nЕдинственное но, тесно в некоторых проёмах. Хотелось бы проходы посвободнее.\n4+++ это более точная оценка)"
274,4,"Летом из-за нас отдыхающих после обеда не протолкнуться. Экспресс кассы очень выручают. Ценники не на своем месте, но есть 2 аппарата, чтоб узнать цену. Сезонные ягоды и фрукты брать не хочется из-за их вида."
275,4,"Хороший магазин, удобный график работы.\nУдобно что есть пункт выдачи посылок"
276,4,"Большой ассортимент, чисто, большой выбор, всё оперативно выкладывают. Хорошая парковка. Учитывайте, что сотовая связь совсем не ловит у теле2 и Билайна."
277,4,"Персонал - обычный, ассортимент не большой, но разнообразие имеется. Хорошее расположение продуктового, рядом с зоомагазином и фикс прайсом. Качество самое разнообразное, довольно чисто..."
278,4,"Впринцепи нормальный магазин, только минус фармат магазина маленький и из за этого товаров некоторых нет,которые есть в других магазинах вот это жалко и приходиться идти за товаром в другой магазин."
279,4,"Хороший, чистый магазин. Достаточно просторный.\nХлеб, консервы, вода, печенье, корма для животных, бытовая химия находятся на подвальном этаже, куда ведет довольно крутая лестница. С коляской или какими-то проблемами с ногами туда не спуститься. А в остальном -- все неплохо."
280,4,"Выбор товаров хороший, но не удобное расположение, зато есть касса самообслуживания. В магазине  не всегда чисто, персонал нормальный.  Выпечка чаще свежая, но иногда продают вчерашнюю."
281,4,"Пятерка как пятерка. Достаточно чисто и светло, есть кофейный аппарат и он варит неплохой кофе."
282,4,Хороший магазин еды много а так магазин как магазин есть почти всё
283,4,"Магазин нравится. Хочется видеть почаще свежую молочную продукцию. Как-то именно молочку я не  наблюдаю с нужной мне датой.\n  А в остальном устраивает. Продавцы внимательные, на вопросы отвечают,показывают товар. Спасибо."
284,4,Не всегда совпадают ценники и товар 
285,4,Стандартный магазин шаговой доступности с обычным разнообразием товаров для такой группы магазинов. Чисто и аккуратно.
286,4,"Ассортимент обычной Пятёрочки. Купить можно всё необходимое. Персонал трудится, как пчелки. Касса одна. Но я предпочитаю пользоваться самообслуживанием. Стоит 3 автомата для этого. Для меня лично самое главное - близость к дому и ассортимент!! Ну конечно хотелось бы побольше аукционных товаров."
287,4,"Парковка очень удобно расположена: прямо у входа в магазин, большой выбор бытовой химии, всегда свежая выпечка, вечером со скидкой, хороший выбор кофе, молочных продуктов. Приятный, уютный магазин."
288,4,"В петерочке,не только персонал хороший и прекрасно оформлено, и чистое помещения!!!Ну сами покупатели стали работать-саперами, товароискателями,а так же погарельсами между чеками и приобретенными товарами.если один товар имеет разную цену и количество."
289,4,"Не хватает кассы самообслуживания, а так хороший магазин"
290,4,"Раньше ""Пятёрочка"" мне не нравилось. В кассе большая очередь, не всегда свежие продукты, ценники не совпадает с ценами в кассе. А после ремонта друзья посоветовали зайти. Я зашла туда и мне понравился. Рядом кассы поставили ""Умные кассы"", так как они очень удобные. Но есть кое какие минуси,но их тоже думаю исправят. Очень надеюсь 😊"
291,4,"Просто ценники не на все товары есть, да и я поздно Спашватился посмотрев чек, там мне ещё привезли на чек какие-то конфеты, которых я не покупал"
292,4,"На сегодняшний день (17.06.2023) из 5 магазинов Пятёрочка (с учётом Харпа), расположенных в городе Лабытнанги, этот самый удобный, на мой взгляд. Расположение витрин с товаром - самое грамотное и комфортное для покупателя.\nОгромным минусом всех магазинов является отсутствие большинства товаров в период распутицы. Хочется, чтобы так называемые ""генералы"", которое находятся далеко от города Лабытнанги, обратили внимание на специфику нашего региона и логистику. У Вас (генералов) уже 5 торговых точек, которые вы не можете обеспечить товарами первой необходимости для населения. Может стоит предпринять шаги по решению этого вопроса (например, приобрести судно на воздушной подушке для доставки товара в период распутицы)?"
293,4,"Вкусная выпечка собственного производства, кофейный аппарат при входе в магазин. Просрочку не встречала. Вежливые продавцы. Из минусов-однообразный ассортимент."
294,4,"В данном супермаркете мне удалось найти один ликёр, которого нет ни в одной другой пятёрочке, так же есть встроенный мясной отдел с колбасами и подобной продукцией.\nА в целом, пятёрка как пятёрка"
295,4,"Оценю эту Пятерочку на четверочку. Магазин новый, и они конечно стараются, но ассортимент ограниченный достаточно и упрощённый, чисто для магазина в доме. У них постоянная проблема - часы пик, когда люди идут домой. И заходят в магазин, а там очередь как в мавзолей и одна касса вечно работает, а остальные продавцы зачем то раскладывают в зале товары, хотя можно было этому занятию весь день посвятить, когда народу немного, а уже последние три - четыре часа в день денежку зарабатывать. Сейчас они не чувствуют проблемы, люди типа ""постоят"". Но уже в скорости в доме #1 откроют другой супермаркет и тут люди начнут выбирать, стоять на кассе или не стоять. А так норм магазин, если не с 19 до 21"
296,4,"Новая пятёрочка, хорошее место но нет некоторых позиций по товару. Например тунец куском магуру. А так всё хорошо и чисто. Ещё авакадо другого сорта тогда цены бы не было!"
297,4,Пятёрка как кятёрка как и многие
298,4,"Очень хороший магазин. Сейчас вообще стал работать круглосуточно. Это очень удобно и редко, кто может этим похвастаться. Но цены надо проверять. Часто реальные цены не совпадают с ценниками. Работники не успевают менять. Надо быть внимательными."
299,4,"Хороший магазин! Все также как и в остальных пятёрочка, удобно что в здании этаже выше есть фикспрайс и секондхэнд. Рядом другие магазины в шаговой доступности. \nПарковка на машин норм,"
300,4,"Были на отдыхе, заходили в эту Пятерочку. Есть небольшая просьба: поскольку здесь много приезжих, то многие вещи приходится покупать на месте. Мы покупали шампанское и было бы хорошо, если бы продавали простые фужеры хотя бы. Знаю, что бывают вполне приличные пластиковые фужеры, которых мы тоже не нашли. Вот рюмки пластиковые были и стаканчики."
301,4,"Не дешевый магазин. Выпечка без вкусная запах есть, а вкуса нет словно бумагу ешь. Зато чистый магазин, свежие продукты, вежливый и учтивый персонал."
302,4,"Ассортимент продуктов конечно не такой большой как в гипермаркетах, но есть всё необходимое. Чисто, вежливый персонал "
303,4,"Главное не далеко от дома, но с 32 к-сом 4 магазина 5-ки многовато. Лучше бы что то полезное было бы"
304,4,"Руководителю магазина просьба, поставьте в холле небольшую лавочку для нас инвалидов и пожилых посетителей. Мы ваши постоянные покупатели так как большие расстояния не для нас. Пятиминутный отдых важен у кого опорно-двигательная проблема. Вы находитесь в доме инвалидов,  не оставьте без внимания эту выполнимую просьбу. Пишу первый раз, но устно к сотрудникам обращалась. "
305,4,"Достаточно качественный товар ,при этом часто выручает режим работы её до 1.00. это очень удобно и многим важно и полезно, но некоторые кассиры ведут себя слегонца не грамотно ."
306,4,"Отличная парковка, подъезд к парковке правдо разбит, магазин хороший, персонал нормальный."
307,4,"Расположен очень удачно рядом с вокзалом. Удобно, когда уезжаем из города. Парковка оставляет желать лучшего. В слякоть рядом с магазином каша. Парковку не убирают. Выбор товаров разный. Маленький выбор майонеза очень. Огурцы дорогие. Часто работает только одна касса. Следите за тем, что в чеке пропечатано! Иногда там есть товары, которых и не брала."
308,4,"Находится рядом с метро. Иногда захожу. Но после того, как отравилась чипсами Lay's, купленными в этом магазине, желания туда ходить, больше нет."
309,4,Обычная пятерочка. С полным ассортиментом товаров пятёрочки.
310,4,"Заехал случайно. Неудобно обходить здание, дороги односторонние… В остальном стандартная «Пятёрочка» с расширенным уровнем сервиса: пекарня, зона кофе и закусок. Но особенно порадовал персонал, не ожидал от женщины из средней Азии такого уровня разговорной речи (я не ***, просто привык к акценту и более просторечивым оборотам), а радушие и вежливость!!! Видно было, что человек реально от души старается! Если можно премировать персонал, очень настаиваю))) Рекомендовано к посещению однозначно!"
311,4,товары подорожали и продавцы довольно злые.........а так очень хорошо
312,4,"Магазин неплохой, чистый...но, на мой взгляд, очень не продумано расположение товаров. Кассиры приветливые и работают быстро. Ценники в заморозке и мясе, к сожалению, живут своей жизнью и не совпадают с товаром."
313,4,"Хороший магазин, достаточно близко со школой , но при это в нем достаточно грязно.  Продукция вроде есть, самое главное что находиться в шаговой доступности."
314,4,"Выбор товаров невелик, но самое необходимое есть. Персонал достаточно вежлив. Расположен магазин в шаговой доступности, что очень удобно.\nК сожалению администрация магазина не следит за состоянием крыльца на входе в магазин, очень долго ступени были повреждены и имелась опасность оступиться и упасть. И еще с другой стороны магазина, где принимают товар, на козырьке плохо закреплен кровельный металлический лист, по ночам из-за ветра этот лист постоянно стучит, что очень мешает спать. Хотелось бы, чтоб следили не только за ассортиментом, но и за техническим состоянием магазина"
315,4,"Ассортимент стандартный,нужно смотреть на сроки и качество курино/мясной продукции.Магазин светлый,чистый,все доступно,персонал вежливый,есть небольшая парковка."
316,4,"Хороший выбор товаров, отзывчивый персонал, удобное расположение. Бывают товары с истекающим сроком годности. Нередко цены на ценниках отличаются от цен на кассе."
317,4,"Вежливый персонал, большой выбор товара, удобное расположение, есть скидки и акции."
318,4,Стандартная Пятёрочка. Находится в не самом людном месте поэтому народа в помещении не много. Ассортимент продукции стандартный. Рядом есть не большая парковка.
319,4,"Новый, красивый магазин с хорошей парковкой к тому же в удобном месте. Добрый персонал. Однажды попалась испорченная рыбка. Испортила настроение. Но, видимо это не только у них."
320,4,"Расположение отличное, есть парковка, цены приемлемые."
321,4,"Все хорошо, но очень тесно"
322,4,"хорошая пятерочка, обслуживание нормальное,, ассортимент достаточно маленький, что расстраивает + в двух пятерочках на ботанике крестинского 1-3 (точно не помню, находиться в новой ботанике) разные цены, например ломтик в нашей пятерочке стоит то 42 то 44 рублей, а в той пятерочке он за 38 рублей"
323,4,Хороший магазин. Таких много в городе.
324,3,"Среди пятерочек в этом районе не самая лучшая)) Но когда совсем никуда не охота идти, можно и заглянуть. В принципе чисто. Последнее время кассиров набрали просто класс. Иногда захожу мимоходом. К кассирам притензий никаких. По поводу продукции: в основном беру здесь что-то сыпучее и закрытое. Остальное мясное, молочку, фрукты не пробовала, беру в других магазинах"
325,3,"В целом хорошая точка пятерочки. Есть кассы самообслуживания, чисто. Но вот была одна крайне неприятная ситуация. Магазин располагается вблизи школы. И в один день в магазине находился взрослый человек, в неадекватном состоянии, возможно в алкогольном опьянении и приставал к детям. Он подходил ТОЛЬКО к детям и просил их купить ему еду. Работники магазина даже после просьбы решить ситуацию, проигнорировали. Ужасное отношения к своим покупателям."
326,3,"В магазине очень темно, при большом потоке людей работают 2 кассы, три звёзды только за ассортимент \n"
327,3,Обычная пятерочка из многих\nБывают скидки. Тесновато. Иногда работает одна касса и получается очередь
328,3,"Только из за парковки,такое место где киш Миш из машин,главное люди которые оттуда выезжают,думают ,что они по главной едут,поэтому 3 звезды,а так магазин ,как обычная 5."
329,3,"Часто лежит просроченный товар,при подносе на кассу меняют исходную цену"
330,3,"Персонал в своем репертуаре,спрашиваю сколько стоит салат а он мне отвечает узнаете на кассе.прошу повесить ценник.подхожу к кассе и мне грузчик передает ценник на бумаге А4 на салат,говорит вам просили передать.это нормально? А это продовец(а походу администратор) в телефоне сидит в центре зала.вот так у нас работают приезжие из ближнего зарубежья.хозяева жизни."
331,3,"Была сегодня в магазине, все хорошо, ассортимент, товары, расположение товаров, кроме: \n# работала одна касса с кассиром,\n# убрали нормальные металлические тележки, мне по случаю досталась одна единственная, иначе бы ушла..\nАдминистрация, вы действительно не понимаете, что эти пластиковые тележки неудобны!! Отсюда и сокращение обьема покупок, что туда можно положить.. Людям в возрасте вообще беда. До инсульта и иефаркта один наклон.. . Кто это придумал? Верните тележки металлические.. "
332,3,"Персонал хороший, но колбасная продукция продаётся с повреждённой упаковкой, очень много битых консервных продукций просрочек не находил."
333,3,"Качество товара, очереди ."
334,3,Нехватка персонала. Ценников часто или вообще нет или другие под товарами.
335,3,"Мало продуктов на полках, овощей вообще нет.. Иногда попадаются гнилые фрукты и овощи. "
336,3,"Пятёрочка хороший магазин. Именно в этом ценники соответствуют чекам. Просрочки нет. Но, смущает отрава для крыс и мышей. Возможно из-за близости полей. Сомневаюсь, что это безопасно."
337,3,"Старый, требующий ремонта и обновления оборудования магазин\n"
338,3,"Хуже, чем другие( Нет кофейного аппарата и свежей выпечки, товары быстро раскупают. Только если лень куда ещё идти или что-то докупить надо. Желаю им усовершенствовать свой торговый зал. Народа много туда ходит. Можно за место автоматов с игрушками поставить кофейный аппарат. И ассортимент бы добавить как в круглосуточной Пятёрочке"
339,3,"В целом хороший магазин, презентабельная выкладка, хороший ассортимент, чисто, но обслуживание на кассах просто ужасно медленное. КСО нет, но на достаточно большой магазин работает обычно 2 кассы. Накапливают очереди, даже в полупустом магазине, потом начинают трезвонить в колокольчик, прибегает ещё кассир и начинается перебегание очередей с кассы на кассу. Ну это очень не приятно, когда через голову ломятся покупатели из очереди со своими товарами, чтобы попытаться стать первыми во вновь открывшейся кассе. В целом, чтобы купить 5 пакетиков корма доя кошки можно простоять в очереди 10 - 12 минут. Потому что хоть там сколько народа в этих очередях, кассиры совершенно не торопятся."
340,3,"Обычная ""Пятёрочка"" по ассортименту. В магазине порядок. Вежливые сотрудники. "
341,3,"Обычная ""Пятерочка"". Тесновато в зале.  Машину поставить около входа в магазин не получится. Парковка с обратной стороны дома."
342,3,"Это, наверное, самая пафосная пятёрочка в России. Просто она расположена прямо в высотке на Котельнической набережной. Внутри сохранился весь интерьер ""тех времён"".\nВидимо сети ""Пятёрочка"" запретили вносить какие-либо изменения в интерьер. Поэтому внутри нет присущих этой сети зелено-красных цветов. Просто поставили стеллажи и холодильники. С потолков свисают огромные старые люстры))) В общем - все атмосферно.\nНо сам магазин по ассортименту и удобству мне не понравился. Поэтому только 3 звезды поставил."
343,3,"Магазин, в который забежишь, разве что когда экстренно обнаружишь, что кончился сахар или хлеб. За многой продукцией, увы, не следят. Многого вовсе нет."
344,3,"Сам магазин расположен удачно, но постоянно нет человека на кассе, а чтобы найти нужную вещь внутри магазина, нужно пройти квест, из за того что он маленький  всё раставленл не логично. Парковка рядом не всегда свободна, но место найти можно."
345,3,"Хороший магазин по ценам. Но если берёте что-то по акции будьте внимательны на качество продукта и цену в чеке, может не совпасть"
346,3,"вроде нормально, а вроде и нет. \nперсонал. немного грубый.\nвыбор товар большой, но выбирать в некоторых местах трудно, так как там узкие места. кассы. кассы самообслуживания некоторые часто не работают. чистота 2/5, не сильно чисто. очереди большие всегда кроме, как вечером, качество товаром когда как, иногда хорошее, иногда такое себе."
347,3,"Директор грубиян, как то пришлось сделать отмену, так он такой недовольный подошел , еще и стал мне выговаривать, что я должна ценники нормально читать. Так вы их меняйте регулярно, чтобы таких ситуаций не было. Вечно, в ценнике одно, на кассе другое. К другому персоналу претензий нет. Сам магазин нормальный."
348,3,"Магазин сам неплохой, если бы не пара кассиров-хабалок на кассе, после последнего визита напрочь отбило желание туда заходить, больше нравится Пятёрочка на Кантемировской 17, там себе такого поведения не позволяют"
349,3,"Живу рядом и мне приходится часто посещать этот магазин, эта не лучшая пятерочка, расположение отделов не очень, очень скользкое крыльцо, местами покоцанная плитка. Дверь с автомотическим открыванием вечно не работает. 3 звезды ставлю только за приветливый персонал, который всегда поможет найти нужный товар и ответит на все вопросы."
350,3,"Ассортимент товаров не особо отличается от конкурентов, ценники тоже почти такие же. Выгодно покупать у них только товары по акции, но его мало и быстро разбирают. Просрочки не было замечено. Продавцы адекватные, грубости не замечал.\nЕсть скидочная карта и приложение, но особых скидок по ним нет. Зато приложение постоянно закидывает уведомлениями, немного раздражает.\nСтоянка возле магазина ужасная: маленькая и постоянно в лужах.\nМагазин для тех, кто не закупается большими объёмами и особо не смотрит на ценники."
351,3,"Нормальный магазин со своей выпечкой и кофе, но всегда одна касса в работе ну и одна самообслуживания. В 17.30 постоянно очередь."
352,3,"В воскресенье всегда полупустой магазин,наверно нужно расчитывать,что начался сезон и дачники едут и едут. Приходится ехать в другой магазин,так как особого выбора и нет,даже минеральной воды.. и один вид сарделек с заоблачной ценой. А и совсем интернет не ловит( Билайн),невозможно открыть приложение,чтоб карту 5ки отсканировать. Раньше таких проблем небыло"
353,3,"Лучшая Пятёрочка в Кисловодске: светлая, чистая и уютная. Персонал вежливый, обученный. Выбор товаров вполне приличный, хорошего качества. В общем: рекомендую."
354,3,"Персонал вежливый. Магазин маленький, выбор продуктов очень ограничен. Хотелось бы большего ассортимента."
355,3,"Сам магазин впринципе не плохой, но сегодня на кассе мне не дали чек и сказали до свидания. После неприятного общения с кассиром и обвинением меня в том, что чек я сама не взяла, чек был найден в мусорном ведре. По проверки чека оказалось, что мне пробили 3 монетки, но не выдали. Кассир сказала, что они у меня в сумке. Пришлось вытряхнуть сумку ей на кассу. Неприятно понимать что тебя обманули, а то что обманули было сразу понятно, чек не дали, глазки бегают, невнятная речь и отмазки с обвинениями в адрес покупателя. "
356,3,"Такое впечатление, что точку специально открыли для обитателей дома, в котором она и находится. Больше сюда ходить некому. ""Эксклюзивная"" Пятёрка. Внутри два кассира + три терминала для самообслуживания. Взвесить и оплатить конфеты россыпью целая проблема - нет кодов, кассир ищет на мониторе нужное изображение (!) вместо кода. Выбор колбасных изделий практически отсутствует. Помещение тесное, с узкими проходами между стеллажами. Единственная причина сюда зайти - хорошие скидки на некоторые товарные позиции (пиво, шоколадные конфеты-батончики, бич-пакеты, мороженое)."
357,3,"Расположен не далеко от дороги, товара мало, выбора ни какого нет, все остальное желает лучшего"
358,3,Внутри магазина плохо работает интернет.  Нет молока красная линия в мягких пакетах.
359,3,"Самый, к сожалению, частый к посещению стал магазин. Тут экономнее, но нужно внимательно следить за сроками продуктов. \nНравится здесь молоко ""Станция молочная"" ."
360,3,"Кассиры странные, цены очень высокие!!!"
361,3,Супермаркет\nПоложительное: \nУдобное расположение\nНаличие парковки перед магазином\nБольшая площадь помещения \nЕсть небольшой выбор овощей и фруктов а так же сухофруктов но как всегда необходимо следить за состоянием и качеством \nЕсть бытовая химия и средств гигиены \nДовольно приличный выбор алкогольной продукции как пиво так и покрепче и приятные цены по акции\nНаличие банкомата СБЕРБАНКА\nОтрицательно: это раздолбаное здание начиная со входа отваливающаяся плитка и грякающая дверь\nФирменный беспорядок внутри \nТовар стоящий палетами на проходе \nНе всегда презентабельный вид товара но и люди у нас не ангелы протыкают пальцем покавыряют что потом не одна акция не поможет \nНаличие сетевых карт это как плюс\nВ общем здесь нет хозяина не совсем приятно место в целом пока три с натяяяжкой
